Id,Category,bert,xlnet,roberta
22561,0,4,4,4
22562,0,20,20,20
22563,0,6,6,6
22564,0,25,25,25
22565,0,14,14,14
22566,0,19,19,19
22567,0,19,19,19
22568,0,19,19,19
22569,0,11,16,17
22570,0,11,11,11
22571,0,19,19,19
22572,0,11,11,11
22573,0,20,20,20
22574,0,11,11,11
22575,0,19,19,19
22576,0,19,19,19
22577,0,16,16,16
22578,0,19,19,19
22579,0,13,19,13
22580,0,1,1,1
22581,0,26,26,26
22582,0,27,27,27
22583,0,6,6,6
22584,0,20,20,20
22585,0,19,19,19
22586,0,24,24,24
22587,0,19,19,19
22588,0,15,15,15
22589,0,3,3,3
22590,0,13,13,13
22591,0,26,26,26
22592,0,19,19,19
22593,0,16,16,16
22594,0,11,11,11
22595,0,11,11,11
22596,0,19,19,19
22597,0,11,11,11
22598,0,19,19,19
22599,0,3,3,3
22600,0,8,8,8
22601,0,22,22,22
22602,0,3,3,3
22603,0,20,20,20
22604,0,1,1,1
22605,0,6,1,6
22606,0,6,6,6
22607,0,11,11,11
22608,0,22,3,22
22609,0,1,1,1
22610,0,19,19,19
22611,0,14,14,14
22612,0,3,3,3
22613,0,19,19,19
22614,0,19,19,19
22615,0,1,1,1
22616,0,19,19,19
22617,0,22,22,14
22618,0,6,6,6
22619,0,26,26,26
22620,0,26,26,26
22621,0,16,16,16
22622,0,19,19,19
22623,0,20,20,20
22624,0,26,26,26
22625,0,19,19,19
22626,0,6,6,6
22627,0,19,19,19
22628,0,3,3,3
22629,0,6,6,6
22630,0,20,20,20
22631,0,19,19,19
22632,0,1,1,1
22633,0,11,11,11
22634,0,1,1,1
22635,0,16,16,16
22636,0,14,14,14
22637,0,19,19,19
22638,0,1,1,1
22639,0,24,24,24
22640,0,14,14,14
22641,0,1,1,1
22642,0,25,25,25
22643,0,19,19,19
22644,0,26,26,26
22645,0,19,19,19
22646,0,25,15,25
22647,0,19,19,19
22648,0,6,6,6
22649,0,26,26,26
22650,0,19,19,19
22651,0,8,8,8
22652,0,19,19,19
22653,0,17,17,17
22654,0,26,26,26
22655,0,19,19,19
22656,0,26,26,26
22657,0,19,19,19
22658,0,14,14,14
22659,0,19,19,19
22660,0,19,19,19
22661,0,6,6,6
22662,0,19,19,19
22663,0,19,19,19
22664,0,19,19,19
22665,0,8,8,8
22666,0,25,25,25
22667,0,21,21,21
22668,0,15,15,15
22669,0,19,19,19
22670,0,16,16,16
22671,0,12,12,12
22672,0,19,19,19
22673,0,19,19,19
22674,0,20,20,20
22675,0,22,22,22
22676,0,23,23,26
22677,0,26,26,26
22678,0,26,26,26
22679,0,19,19,19
22680,0,19,19,19
22681,0,6,6,6
22682,0,20,20,20
22683,0,19,19,19
22684,0,19,19,19
22685,0,19,19,19
22686,0,19,19,19
22687,0,11,11,11
22688,0,19,19,19
22689,0,16,16,16
22690,0,26,26,26
22691,0,2,2,2
22692,0,6,6,6
22693,0,19,19,19
22694,0,5,5,5
22695,0,25,25,25
22696,0,19,19,19
22697,0,19,19,19
22698,0,19,19,19
22699,0,20,20,20
22700,0,19,19,19
22701,0,19,19,19
22702,0,19,19,19
22703,0,26,26,26
22704,0,19,19,19
22705,0,0,0,0
22706,0,6,6,6
22707,0,10,10,21
22708,0,20,20,20
22709,0,17,17,22
22710,0,19,19,19
22711,0,24,24,24
22712,0,8,8,8
22713,0,16,16,16
22714,0,19,19,19
22715,0,3,3,3
22716,0,20,20,20
22717,0,25,25,25
22718,0,3,3,3
22719,0,20,20,20
22720,0,18,18,18
22721,0,26,26,26
22722,0,26,26,26
22723,0,8,8,8
22724,0,11,11,11
22725,0,19,19,19
22726,0,19,19,19
22727,0,19,19,19
22728,0,19,19,26
22729,0,16,16,16
22730,0,15,15,15
22731,0,15,6,3
22732,0,19,19,19
22733,0,19,19,19
22734,0,19,19,19
22735,0,11,11,11
22736,0,19,19,19
22737,0,19,19,19
22738,0,26,26,26
22739,0,11,11,11
22740,0,26,22,26
22741,0,5,5,20
22742,0,14,27,27
22743,0,19,19,19
22744,0,19,19,19
22745,0,19,19,19
22746,0,9,9,23
22747,0,26,26,23
22748,0,3,2,3
22749,0,20,5,20
22750,0,13,13,13
22751,0,3,3,3
22752,0,14,14,14
22753,0,19,19,19
22754,0,22,22,22
22755,0,19,19,19
22756,0,19,19,19
22757,0,18,18,18
22758,0,25,25,25
22759,0,1,1,1
22760,0,19,19,19
22761,0,19,11,19
22762,0,6,15,6
22763,0,19,19,19
22764,0,11,11,11
22765,0,5,5,5
22766,0,19,19,19
22767,0,19,19,19
22768,0,20,20,20
22769,0,19,19,3
22770,0,19,19,19
22771,0,19,19,19
22772,0,15,15,15
22773,0,19,19,19
22774,0,19,19,19
22775,0,22,22,22
22776,0,19,19,19
22777,0,16,16,16
22778,0,2,2,2
22779,0,18,18,18
22780,0,20,20,20
22781,0,26,26,26
22782,0,22,22,22
22783,0,22,22,22
22784,0,11,11,11
22785,0,3,3,3
22786,0,20,20,20
22787,0,14,14,14
22788,0,19,19,19
22789,0,19,19,19
22790,0,15,15,15
22791,0,8,8,8
22792,0,15,15,15
22793,0,19,19,19
22794,0,27,27,27
22795,0,26,26,26
22796,0,22,22,22
22797,0,19,19,19
22798,0,19,19,19
22799,0,19,19,19
22800,0,27,27,27
22801,0,25,25,25
22802,0,22,22,22
22803,0,19,19,19
22804,0,8,8,8
22805,0,26,26,26
22806,0,16,16,16
22807,0,16,16,17
22808,0,16,16,16
22809,0,27,27,27
22810,0,18,18,18
22811,0,19,19,19
22812,0,19,19,19
22813,0,20,20,20
22814,0,11,11,11
22815,0,19,19,19
22816,0,3,2,2
22817,0,26,26,26
22818,0,6,6,6
22819,0,5,5,5
22820,0,11,8,16
22821,0,19,19,19
22822,0,6,6,6
22823,0,6,6,6
22824,0,8,8,8
22825,0,12,12,12
22826,0,26,26,26
22827,0,6,6,6
22828,0,26,26,26
22829,0,0,0,0
22830,0,19,19,19
22831,0,19,19,19
22832,0,25,25,25
22833,0,2,2,2
22834,0,22,22,22
22835,0,0,0,0
22836,0,19,19,19
22837,0,19,14,19
22838,0,27,27,27
22839,0,20,20,20
22840,0,19,19,19
22841,0,11,11,19
22842,0,27,27,27
22843,0,19,19,19
22844,0,6,6,6
22845,0,15,15,15
22846,0,15,15,19
22847,0,19,19,19
22848,0,11,11,11
22849,0,26,26,26
22850,0,11,11,11
22851,0,19,19,19
22852,0,26,26,26
22853,0,19,19,19
22854,0,1,1,1
22855,0,6,6,6
22856,0,20,20,20
22857,0,19,19,19
22858,0,1,1,1
22859,0,25,19,25
22860,0,19,19,19
22861,0,16,16,16
22862,0,18,18,18
22863,0,15,15,15
22864,0,19,19,19
22865,0,22,22,22
22866,0,19,19,19
22867,0,19,19,19
22868,0,19,19,19
22869,0,6,15,6
22870,0,11,11,11
22871,0,21,21,21
22872,0,19,19,19
22873,0,8,8,8
22874,0,11,11,11
22875,0,20,20,20
22876,0,5,5,5
22877,0,24,5,24
22878,0,19,19,19
22879,0,19,19,19
22880,0,19,19,19
22881,0,14,3,3
22882,0,6,19,6
22883,0,5,20,5
22884,0,19,19,19
22885,0,20,20,20
22886,0,19,19,19
22887,0,22,22,22
22888,0,11,11,11
22889,0,19,19,19
22890,0,16,16,16
22891,0,19,19,19
22892,0,22,22,19
22893,0,13,13,13
22894,0,19,19,19
22895,0,25,25,25
22896,0,16,16,16
22897,0,19,19,19
22898,0,24,24,24
22899,0,6,6,6
22900,0,26,26,26
22901,0,3,3,3
22902,0,19,19,19
22903,0,19,3,19
22904,0,19,19,19
22905,0,20,20,20
22906,0,19,19,19
22907,0,2,2,2
22908,0,14,14,14
22909,0,5,5,5
22910,0,26,26,6
22911,0,12,21,10
22912,0,19,19,19
22913,0,6,6,6
22914,0,15,15,20
22915,0,19,19,19
22916,0,19,19,19
22917,0,19,19,19
22918,0,19,19,19
22919,0,19,19,19
22920,0,3,3,3
22921,0,6,6,6
22922,0,21,21,21
22923,0,20,20,20
22924,0,19,19,19
22925,0,20,20,20
22926,0,20,1,1
22927,0,20,20,20
22928,0,1,1,1
22929,0,19,19,19
22930,0,19,19,19
22931,0,20,20,20
22932,0,10,10,10
22933,0,11,11,11
22934,0,15,15,15
22935,0,20,20,20
22936,0,19,19,19
22937,0,19,19,19
22938,0,1,1,1
22939,0,17,17,17
22940,0,3,3,3
22941,0,20,20,20
22942,0,26,26,26
22943,0,26,26,26
22944,0,20,20,20
22945,0,20,20,20
22946,0,19,19,19
22947,0,19,19,19
22948,0,19,19,19
22949,0,6,6,6
22950,0,19,19,19
22951,0,22,19,22
22952,0,11,11,11
22953,0,15,15,15
22954,0,14,14,14
22955,0,27,27,27
22956,0,18,18,18
22957,0,19,19,19
22958,0,12,12,12
22959,0,19,19,19
22960,0,19,19,19
22961,0,19,19,19
22962,0,8,8,8
22963,0,20,20,20
22964,0,17,17,17
22965,0,6,26,6
22966,0,20,20,20
22967,0,19,19,19
22968,0,17,17,17
22969,0,19,11,19
22970,0,5,5,5
22971,0,3,6,3
22972,0,19,19,19
22973,0,1,1,1
22974,0,5,20,5
22975,0,19,19,19
22976,0,19,19,19
22977,0,19,19,19
22978,0,15,3,3
22979,0,26,9,26
22980,0,25,25,25
22981,0,20,20,20
22982,0,3,3,3
22983,0,20,20,20
22984,0,16,16,16
22985,0,9,9,9
22986,0,19,19,19
22987,0,19,19,19
22988,0,3,9,3
22989,0,25,25,25
22990,0,26,20,26
22991,0,5,5,5
22992,0,19,19,19
22993,0,22,19,3
22994,0,6,6,6
22995,0,1,1,1
22996,0,6,6,6
22997,0,3,3,3
22998,0,26,26,26
22999,0,22,22,22
23000,0,22,22,22
23001,0,11,11,11
23002,0,13,13,13
23003,0,3,3,1
23004,0,19,19,19
23005,0,22,22,22
23006,0,19,3,3
23007,0,24,24,24
23008,0,19,19,19
23009,0,18,18,18
23010,0,19,19,19
23011,0,19,19,19
23012,0,19,19,19
23013,0,19,19,19
23014,0,20,20,20
23015,0,19,19,19
23016,0,15,15,15
23017,0,15,15,15
23018,0,14,14,14
23019,0,20,20,20
23020,0,26,26,26
23021,0,8,8,8
23022,0,19,19,19
23023,0,26,26,6
23024,0,19,19,19
23025,0,13,13,13
23026,0,19,19,19
23027,0,19,19,19
23028,0,3,3,3
23029,0,3,3,19
23030,0,22,22,22
23031,0,5,5,5
23032,0,14,14,14
23033,0,20,20,20
23034,0,3,9,3
23035,0,22,22,22
23036,0,19,19,19
23037,0,5,5,5
23038,0,9,23,9
23039,0,15,15,15
23040,0,13,13,24
23041,0,14,14,14
23042,0,3,3,5
23043,0,14,14,14
23044,0,14,14,14
23045,0,18,18,18
23046,0,19,19,19
23047,0,19,19,19
23048,0,3,3,3
23049,0,13,13,13
23050,0,27,27,27
23051,0,3,3,3
23052,0,8,8,8
23053,0,1,1,1
23054,0,19,19,19
23055,0,19,19,19
23056,0,19,19,19
23057,0,22,22,22
23058,0,19,19,19
23059,0,6,6,6
23060,0,20,20,20
23061,0,3,3,3
23062,0,20,20,20
23063,0,6,6,6
23064,0,21,21,21
23065,0,19,19,19
23066,0,13,13,13
23067,0,20,20,20
23068,0,21,25,25
23069,0,19,19,19
23070,0,11,11,11
23071,0,6,6,6
23072,0,11,11,11
23073,0,11,11,11
23074,0,19,19,19
23075,0,22,14,14
23076,0,25,25,25
23077,0,19,19,19
23078,0,9,9,9
23079,0,19,19,19
23080,0,11,11,11
23081,0,6,20,20
23082,0,24,24,19
23083,0,26,3,26
23084,0,19,19,19
23085,0,26,26,26
23086,0,19,19,19
23087,0,8,8,8
23088,0,26,26,26
23089,0,19,19,19
23090,0,22,22,22
23091,0,20,20,20
23092,0,3,3,3
23093,0,14,14,14
23094,0,19,19,19
23095,0,3,3,3
23096,0,20,20,20
23097,0,16,16,16
23098,0,19,19,19
23099,0,12,12,12
23100,0,26,14,26
23101,0,19,19,19
23102,0,11,11,11
23103,0,8,8,8
23104,0,20,20,20
23105,0,14,14,14
23106,0,11,11,11
23107,0,19,27,27
23108,0,20,20,20
23109,0,11,11,11
23110,0,15,15,15
23111,0,20,20,20
23112,0,5,5,3
23113,0,22,22,22
23114,0,19,19,19
23115,0,19,19,19
23116,0,16,16,16
23117,0,24,24,24
23118,0,19,19,19
23119,0,26,26,26
23120,0,19,19,19
23121,0,19,19,19
23122,0,26,26,26
23123,0,11,11,11
23124,0,19,19,19
23125,0,11,22,11
23126,0,19,19,24
23127,0,20,20,20
23128,0,26,26,26
23129,0,22,22,22
23130,0,3,3,3
23131,0,26,26,26
23132,0,19,19,19
23133,0,25,25,25
23134,0,14,14,14
23135,0,19,19,19
23136,0,13,13,13
23137,0,22,22,22
23138,0,19,19,19
23139,0,3,3,3
23140,0,19,19,19
23141,0,11,19,19
23142,0,19,19,19
23143,0,20,20,19
23144,0,24,24,24
23145,0,19,19,19
23146,0,19,19,19
23147,0,19,19,19
23148,0,26,26,26
23149,0,18,20,20
23150,0,19,19,19
23151,0,19,19,19
23152,0,25,25,25
23153,0,19,5,5
23154,0,6,6,6
23155,0,19,19,19
23156,0,25,25,25
23157,0,22,19,22
23158,0,26,26,26
23159,0,16,16,16
23160,0,20,20,20
23161,0,19,19,19
23162,0,4,4,4
23163,0,19,19,19
23164,0,18,18,18
23165,0,25,25,25
23166,0,22,22,22
23167,0,3,3,3
23168,0,26,26,26
23169,0,20,20,20
23170,0,26,26,26
23171,0,20,20,20
23172,0,20,20,20
23173,0,26,26,26
23174,0,20,20,20
23175,0,11,11,11
23176,0,23,26,26
23177,0,14,14,14
23178,0,20,20,20
23179,0,12,12,12
23180,0,19,19,19
23181,0,11,8,11
23182,0,13,13,13
23183,0,22,22,22
23184,0,19,19,19
23185,0,20,24,24
23186,0,20,20,20
23187,0,20,20,20
23188,0,19,19,19
23189,0,16,16,16
23190,0,6,6,6
23191,0,20,20,20
23192,0,7,7,7
23193,0,11,11,11
23194,0,14,14,14
23195,0,5,5,5
23196,0,19,19,19
23197,0,19,19,19
23198,0,1,6,6
23199,0,5,5,5
23200,0,11,11,11
23201,0,11,11,11
23202,0,26,26,26
23203,0,25,25,25
23204,0,26,26,26
23205,0,1,1,9
23206,0,19,19,19
23207,0,4,4,4
23208,0,19,19,19
23209,0,19,19,19
23210,0,19,19,19
23211,0,6,6,6
23212,0,11,11,11
23213,0,24,24,24
23214,0,20,20,20
23215,0,20,20,20
23216,0,19,11,11
23217,0,25,25,25
23218,0,26,26,26
23219,0,20,20,20
23220,0,6,6,6
23221,0,9,9,9
23222,0,5,5,5
23223,0,12,12,12
23224,0,19,19,19
23225,0,22,22,22
23226,0,22,22,22
23227,0,13,13,13
23228,0,22,22,22
23229,0,16,16,16
23230,0,19,19,19
23231,0,16,16,16
23232,0,19,19,19
23233,0,19,19,19
23234,0,11,11,11
23235,0,6,6,3
23236,0,19,19,19
23237,0,19,19,19
23238,0,12,12,12
23239,0,22,22,22
23240,0,1,6,6
23241,0,13,13,19
23242,0,11,11,11
23243,0,20,20,20
23244,0,19,19,19
23245,0,19,19,19
23246,0,5,5,5
23247,0,11,11,11
23248,0,19,19,19
23249,0,8,8,8
23250,0,26,26,26
23251,0,20,20,20
23252,0,3,3,6
23253,0,16,16,16
23254,0,15,15,15
23255,0,19,19,19
23256,0,8,11,8
23257,0,19,19,19
23258,0,20,20,20
23259,0,19,19,19
23260,0,8,8,8
23261,0,19,19,19
23262,0,6,6,6
23263,0,19,19,19
23264,0,19,19,19
23265,0,3,3,3
23266,0,19,19,19
23267,0,19,19,19
23268,0,27,27,27
23269,0,19,19,19
23270,0,1,1,1
23271,0,5,20,5
23272,0,19,19,19
23273,0,9,9,9
23274,0,19,19,19
23275,0,24,24,24
23276,0,6,6,6
23277,0,16,16,16
23278,0,19,19,19
23279,0,19,19,19
23280,0,12,21,12
23281,0,19,19,19
23282,0,26,26,26
23283,0,19,19,19
23284,0,20,20,20
23285,0,20,20,20
23286,0,19,19,19
23287,0,19,19,11
23288,0,19,19,19
23289,0,22,22,22
23290,0,6,6,6
23291,0,20,20,20
23292,0,19,19,19
23293,0,8,8,8
23294,0,19,19,19
23295,0,26,26,26
23296,0,26,26,26
23297,0,11,11,11
23298,0,20,20,20
23299,0,26,26,26
23300,0,3,3,3
23301,0,8,8,8
23302,0,8,8,8
23303,0,6,6,6
23304,0,11,11,11
23305,0,20,20,20
23306,0,6,6,6
23307,0,19,19,19
23308,0,19,19,19
23309,0,11,11,11
23310,0,19,19,19
23311,0,19,19,19
23312,0,27,27,27
23313,0,19,19,19
23314,0,26,26,26
23315,0,5,5,5
23316,0,26,26,26
23317,0,6,6,6
23318,0,19,19,19
23319,0,20,20,20
23320,0,25,25,25
23321,0,19,19,19
23322,0,20,20,20
23323,0,20,19,20
23324,0,20,6,20
23325,0,19,19,19
23326,0,12,12,12
23327,0,9,9,9
23328,0,19,19,19
23329,0,19,19,19
23330,0,20,20,20
23331,0,5,5,5
23332,0,22,22,22
23333,0,3,3,3
23334,0,19,19,19
23335,0,26,26,26
23336,0,20,20,20
23337,0,11,11,11
23338,0,16,16,16
23339,0,19,19,19
23340,0,1,1,1
23341,0,19,19,19
23342,0,17,17,17
23343,0,6,6,6
23344,0,13,13,13
23345,0,19,3,19
23346,0,19,19,19
23347,0,11,11,11
23348,0,19,19,19
23349,0,26,26,26
23350,0,19,19,19
23351,0,19,19,19
23352,0,19,19,19
23353,0,20,20,20
23354,0,26,26,26
23355,0,8,8,8
23356,0,5,5,5
23357,0,19,19,19
23358,0,19,19,19
23359,0,16,16,16
23360,0,20,20,20
23361,0,19,19,19
23362,0,19,19,19
23363,0,19,19,19
23364,0,19,19,19
23365,0,5,5,5
23366,0,26,26,26
23367,0,20,20,20
23368,0,3,3,3
23369,0,19,19,19
23370,0,20,20,20
23371,0,19,19,19
23372,0,19,19,19
23373,0,17,11,17
23374,0,19,19,19
23375,0,26,26,26
23376,0,23,23,23
23377,0,19,19,19
23378,0,19,19,19
23379,0,19,19,19
23380,0,22,22,22
23381,0,11,8,8
23382,0,1,1,1
23383,0,19,19,19
23384,0,8,8,8
23385,0,19,19,19
23386,0,24,24,24
23387,0,7,7,7
23388,0,20,20,20
23389,0,11,11,11
23390,0,1,1,1
23391,0,16,16,16
23392,0,20,20,20
23393,0,18,18,18
23394,0,19,24,24
23395,0,19,19,19
23396,0,19,19,19
23397,0,19,19,19
23398,0,3,3,3
23399,0,20,20,20
23400,0,11,11,11
23401,0,22,22,22
23402,0,22,22,22
23403,0,19,19,19
23404,0,20,20,20
23405,0,19,18,18
23406,0,26,26,12
23407,0,19,19,19
23408,0,19,19,19
23409,0,6,26,26
23410,0,11,11,11
23411,0,24,24,24
23412,0,18,18,18
23413,0,6,6,11
23414,0,19,19,19
23415,0,19,19,19
23416,0,3,15,19
23417,0,1,1,1
23418,0,11,11,11
23419,0,8,8,8
23420,0,19,11,19
23421,0,14,26,19
23422,0,8,8,8
23423,0,19,19,19
23424,0,19,19,19
23425,0,18,18,18
23426,0,19,19,19
23427,0,26,26,26
23428,0,20,20,20
23429,0,11,11,11
23430,0,15,15,15
23431,0,19,19,19
23432,0,19,19,19
23433,0,19,19,19
23434,0,21,21,21
23435,0,3,3,3
23436,0,6,6,6
23437,0,19,19,19
23438,0,19,19,19
23439,0,8,8,8
23440,0,19,19,19
23441,0,5,5,5
23442,0,19,19,19
23443,0,14,14,14
23444,0,11,11,11
23445,0,19,19,19
23446,0,19,19,19
23447,0,12,12,12
23448,0,1,1,1
23449,0,1,1,1
23450,0,19,19,19
23451,0,1,1,1
23452,0,26,26,26
23453,0,14,14,27
23454,0,19,19,19
23455,0,19,19,19
23456,0,22,22,22
23457,0,3,3,3
23458,0,20,20,20
23459,0,16,16,16
23460,0,16,16,16
23461,0,16,16,16
23462,0,24,24,24
23463,0,19,19,19
23464,0,14,19,14
23465,0,19,19,19
23466,0,22,9,22
23467,0,19,19,19
23468,0,8,8,8
23469,0,12,12,12
23470,0,12,12,12
23471,0,22,22,22
23472,0,0,3,0
23473,0,26,26,26
23474,0,19,19,19
23475,0,20,20,20
23476,0,11,11,11
23477,0,13,19,19
23478,0,1,1,1
23479,0,19,19,19
23480,0,3,3,3
23481,0,19,19,19
23482,0,11,11,11
23483,0,19,19,19
23484,0,19,19,19
23485,0,19,19,19
23486,0,6,6,6
23487,0,3,3,3
23488,0,3,6,6
23489,0,19,19,19
23490,0,22,22,22
23491,0,19,19,19
23492,0,5,5,20
23493,0,24,24,24
23494,0,6,6,6
23495,0,27,27,27
23496,0,26,26,26
23497,0,3,3,3
23498,0,26,26,26
23499,0,19,19,19
23500,0,22,22,22
23501,0,3,3,3
23502,0,19,19,19
23503,0,19,19,19
23504,0,19,19,19
23505,0,11,11,11
23506,0,20,20,20
23507,0,19,19,19
23508,0,20,20,20
23509,0,11,11,11
23510,0,5,5,5
23511,0,13,13,13
23512,0,19,19,19
23513,0,19,14,14
23514,0,20,20,20
23515,0,20,15,20
23516,0,19,19,19
23517,0,11,19,19
23518,0,1,1,1
23519,0,16,16,16
23520,0,18,18,18
23521,0,20,20,20
23522,0,11,11,11
23523,0,26,26,26
23524,0,25,25,25
23525,0,6,6,6
23526,0,19,19,19
23527,0,11,11,11
23528,0,22,19,22
23529,0,6,6,6
23530,0,25,25,25
23531,0,24,24,24
23532,0,13,24,24
23533,0,13,13,13
23534,0,24,24,24
23535,0,19,19,19
23536,0,11,11,11
23537,0,21,21,21
23538,0,19,19,19
23539,0,16,16,16
23540,0,26,26,26
23541,0,26,26,26
23542,0,6,6,6
23543,0,19,19,19
23544,0,9,9,9
23545,0,25,25,25
23546,0,19,19,19
23547,0,19,19,19
23548,0,26,26,26
23549,0,26,26,26
23550,0,14,14,14
23551,0,20,20,20
23552,0,26,26,26
23553,0,27,27,27
23554,0,5,5,5
23555,0,16,16,16
23556,0,16,16,16
23557,0,3,3,3
23558,0,11,11,11
23559,0,22,22,22
23560,0,15,15,15
23561,0,19,19,19
23562,0,19,19,19
23563,0,26,26,26
23564,0,22,22,22
23565,0,22,22,22
23566,0,6,6,6
23567,0,19,19,19
23568,0,19,19,19
23569,0,19,19,19
23570,0,15,15,15
23571,0,19,19,19
23572,0,19,19,19
23573,0,19,19,19
23574,0,19,19,19
23575,0,19,19,19
23576,0,26,26,26
23577,0,11,11,11
23578,0,19,19,19
23579,0,6,6,6
23580,0,11,11,11
23581,0,19,19,19
23582,0,18,18,18
23583,0,1,1,1
23584,0,5,5,5
23585,0,6,6,6
23586,0,26,26,26
23587,0,19,19,19
23588,0,6,9,20
23589,0,1,1,1
23590,0,15,15,15
23591,0,5,5,5
23592,0,19,19,19
23593,0,19,19,19
23594,0,15,15,15
23595,0,2,2,2
23596,0,19,19,19
23597,0,11,11,11
23598,0,1,1,1
23599,0,18,18,18
23600,0,18,18,18
23601,0,19,19,19
23602,0,19,19,19
23603,0,22,22,22
23604,0,13,13,13
23605,0,26,26,26
23606,0,25,25,25
23607,0,19,8,8
23608,0,19,19,19
23609,0,19,19,19
23610,0,19,19,19
23611,0,11,11,11
23612,0,19,19,19
23613,0,24,24,24
23614,0,19,19,19
23615,0,11,11,11
23616,0,19,19,19
23617,0,11,11,11
23618,0,5,5,5
23619,0,19,19,19
23620,0,19,19,19
23621,0,19,19,19
23622,0,6,6,6
23623,0,12,12,12
23624,0,19,19,19
23625,0,19,19,19
23626,0,19,19,19
23627,0,16,16,16
23628,0,22,22,22
23629,0,11,11,11
23630,0,19,19,19
23631,0,19,19,19
23632,0,6,19,19
23633,0,19,19,19
23634,0,11,11,11
23635,0,16,16,16
23636,0,18,18,18
23637,0,3,3,3
23638,0,19,19,19
23639,0,5,5,5
23640,0,1,1,1
23641,0,22,22,22
23642,0,3,3,3
23643,0,26,26,26
23644,0,22,22,22
23645,0,9,9,9
23646,0,5,5,5
23647,0,19,19,19
23648,0,6,6,6
23649,0,19,19,19
23650,0,6,20,20
23651,0,9,22,22
23652,0,11,11,11
23653,0,11,11,11
23654,0,6,6,3
23655,0,20,9,26
23656,0,16,16,16
23657,0,18,20,20
23658,0,14,20,20
23659,0,26,26,26
23660,0,19,19,19
23661,0,20,20,20
23662,0,19,19,19
23663,0,19,19,19
23664,0,26,26,26
23665,0,6,6,6
23666,0,19,19,19
23667,0,26,26,26
23668,0,20,20,20
23669,0,20,20,20
23670,0,8,8,8
23671,0,20,20,20
23672,0,1,1,1
23673,0,19,19,19
23674,0,18,18,18
23675,0,19,19,22
23676,0,24,19,24
23677,0,26,26,26
23678,0,11,11,11
23679,0,19,19,19
23680,0,6,6,6
23681,0,25,25,25
23682,0,19,19,19
23683,0,19,19,19
23684,0,3,3,3
23685,0,22,22,22
23686,0,19,19,19
23687,0,24,24,24
23688,0,26,26,26
23689,0,19,19,19
23690,0,19,19,19
23691,0,11,11,11
23692,0,19,19,19
23693,0,16,16,16
23694,0,26,26,26
23695,0,18,18,18
23696,0,9,9,9
23697,0,19,19,19
23698,0,6,6,6
23699,0,3,3,3
23700,0,16,16,16
23701,0,24,24,24
23702,0,24,6,20
23703,0,19,19,19
23704,0,26,26,26
23705,0,11,11,11
23706,0,26,26,26
23707,0,11,11,11
23708,0,1,1,1
23709,0,1,1,1
23710,0,19,19,19
23711,0,20,20,20
23712,0,19,19,19
23713,0,26,9,26
23714,0,15,15,15
23715,0,19,19,19
23716,0,26,26,26
23717,0,10,10,10
23718,0,14,14,14
23719,0,24,24,24
23720,0,26,26,26
23721,0,22,22,22
23722,0,19,19,19
23723,0,22,22,22
23724,0,22,22,22
23725,0,19,19,19
23726,0,19,19,19
23727,0,19,19,19
23728,0,19,19,19
23729,0,11,11,11
23730,0,24,24,24
23731,0,19,19,19
23732,0,5,5,5
23733,0,11,11,11
23734,0,19,19,19
23735,0,20,20,20
23736,0,26,26,26
23737,0,19,19,19
23738,0,19,19,19
23739,0,20,20,20
23740,0,11,11,11
23741,0,1,1,1
23742,0,6,6,6
23743,0,26,26,26
23744,0,24,20,24
23745,0,19,19,19
23746,0,14,14,14
23747,0,3,3,3
23748,0,19,19,19
23749,0,26,26,19
23750,0,13,13,13
23751,0,19,19,19
23752,0,20,20,20
23753,0,15,15,15
23754,0,19,19,19
23755,0,19,19,19
23756,0,19,19,19
23757,0,6,6,6
23758,0,19,19,19
23759,0,19,19,19
23760,0,19,19,19
23761,0,19,19,19
23762,0,25,25,25
23763,0,19,26,19
23764,0,9,9,9
23765,0,18,18,18
23766,0,26,16,17
23767,0,24,24,24
23768,0,11,11,11
23769,0,22,22,22
23770,0,19,19,19
23771,0,26,26,26
23772,0,26,26,26
23773,0,27,27,27
23774,0,25,25,25
23775,0,19,19,19
23776,0,9,9,26
23777,0,7,7,9
23778,0,4,27,14
23779,0,19,19,19
23780,0,26,26,26
23781,0,16,16,16
23782,0,26,26,26
23783,0,25,25,25
23784,0,14,14,14
23785,0,17,17,19
23786,0,20,20,20
23787,0,11,11,11
23788,0,19,19,19
23789,0,19,19,19
23790,0,19,19,19
23791,0,15,15,15
23792,0,19,19,19
23793,0,19,19,19
23794,0,1,1,1
23795,0,17,17,17
23796,0,11,11,11
23797,0,11,11,11
23798,0,5,5,5
23799,0,11,11,11
23800,0,18,18,18
23801,0,24,24,22
23802,0,10,10,10
23803,0,18,18,18
23804,0,6,6,6
23805,0,19,19,19
23806,0,20,20,20
23807,0,22,22,22
23808,0,19,19,19
23809,0,19,19,19
23810,0,19,19,19
23811,0,19,11,19
23812,0,24,24,24
23813,0,19,19,19
23814,0,3,3,3
23815,0,0,0,0
23816,0,5,5,5
23817,0,19,19,19
23818,0,20,20,20
23819,0,19,19,19
23820,0,6,6,6
23821,0,19,19,19
23822,0,19,19,19
23823,0,6,6,6
23824,0,19,19,19
23825,0,24,19,19
23826,0,8,8,3
23827,0,20,20,20
23828,0,26,26,26
23829,0,1,1,1
23830,0,20,20,20
23831,0,8,8,8
